"IdComment","IdStr","UserName","Message","MessageTranslation","Retweets","Hashtags","Mentions","TweetBoundingBox","TweetCoordinates","TweetPlaceName","UserLocation","UserFollowers","UserFriends","CreatedAt","Source","Votes","Positive","Negative","Neutral","Reason","VeryPositive","VeryNegative","evaluator1","evaluator2","evaluator3","OpinionLexicon","Afinn","SentiStrength","SoCal","Umigon","Vader","SenticNet","Brazilian_LIWC","Brazilian_OpLexicon","Brazilian_SentiLex","Truth","Prediction"
"707188889488921000","707188889488921000","Frankly_MyDear_","A @Curitiba_PMC podia substituir essa orquestra no Centro Cívico, por uma roçada no parque, por exemplo","@Curitiba_PMC could replace this orchestra in the Civic Centre, by a mowing in the park, for example","0","[]","[{u'id': 68693419, u'indices': [2, 15], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","NULL","NULL","NULL","Curitiba, PR","184","362","2016-03-08 12:59:04","twitter_curitiba","3","1","2","0","NULL","0","0","10207501925518729","1333261746689944",,0,0,0,0,0,0,0.021235,0,1,1,-1,
"707244776207340000","707244776207340000","KikeCardoso","@paulocolnaghi @Curitiba_PMC Em 2014 era o mesmo, e já temos 2 anos... se terminar antes de 2018 poderemos mandar um postal pros russos. :)","@paulocolnaghi @Curitiba_PMC In 2014 was the same, and we already have 2 years... if you finish before 2018, we may send you a postcard pros the russians. :)","0","[]","[{u'id': 140528630, u'indices': [0, 14], u'id_str': u'140528630', u'screen_name': u'paulocolnaghi', u'name': u'Colnaghi'}, {u'id': 68693419, u'indices': [15, 28], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","NULL","NULL","NULL","Curitiba - Paraná - Brasil","3056","1456","2016-03-08 16:41:09","twitter_curitiba","3","0","2","1","NULL","0","0","1022105604535423","942667965849460","805075212894032",1,0,0,0,1,1,0.012905,0,1,0,-1,
"707245327972213000","707245327972213000","KikeCardoso","@paulocolnaghi @Curitiba_PMC Está atrasada. Trocamos a turma anterior p/não acontecer isso. O Ducci esburacou a cidade toda. Tem que fechar.","@paulocolnaghi @Curitiba_PMC Is delayed. We exchanged the class prior p/does not happen. The Ducci esburacou the city as a whole. Have to close.","0","[]","[{u'id': 140528630, u'indices': [0, 14], u'id_str': u'140528630', u'screen_name': u'paulocolnaghi', u'name': u'Colnaghi'}, {u'id': 68693419, u'indices': [15, 28], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","NULL","NULL","NULL","Curitiba - Paraná - Brasil","3056","1456","2016-03-08 16:43:20","twitter_curitiba","4","1","3","0","NULL","0","0","10207501925518729","1022105604535423",,0,0,0,-1,-1,-1,0.020682,0,-1,-1,-1,
"707284719872909000","707284719872909000","monsergioo","@Curitiba_PMC CHOVE MUITO AQUI NO CENTRO DA CAPITAL https://t.co/XrYT1qWFvD","@Curitiba_PMC it RAINS a LOT HERE IN the CENTER OF the CAPITAL https://t.co/XrYT1qWFvD","0","[]","[{u'id': 68693419, u'indices': [0, 13], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","[[[-49.27215574300388, -25.43202721781874], [-49.27215574300388, -25.43202721781874], [-49.27215574300388, -25.43202721781874], [-49.27215574300388, -25.43202721781874]]]","-25.4320272178,-49.272155743","Galeria Ritz","Terra,Sistema Solar,Via Lactea","477","948","2016-03-08 19:19:52","twitter_curitiba","4","0","2","2","NULL","0","0","10207501925518729","1333261746689944","951289924984798",0,0,0,0,0,0,0.030933,1,-1,0,-1,
"707285186451522000","707285186451522000","edineyreis","@Curitiba_PMC  só avisando  alagando o Centro em 3, 2, 1","@Curitiba_PMC only warning you flooding the Center in 3, 2, 1","0","[]","[{u'id': 68693419, u'indices': [0, 13], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","[[[-49.3916434, -25.6447517], [-49.1852775, -25.6447517], [-49.1852775, -25.3457471], [-49.3916434, -25.3457471]]]","-25.4952494,-49.28846045","Curitiba, Brazil","Curitiba","21","75","2016-03-08 19:21:43","twitter_curitiba","3","0","3","0","NULL","0","0","251044251911114","942667965849460","805075212894032",-1,-1,0,-1,0,-1,0.008778,-1,-1,0,-1,
"707290406409675000","707290406409675000","denisetoniolo","Vândalos destroem postes de iluminação do Parque Vista Alegre - Prefeitura de Curitiba https://t.co/xkLUjXkdGJ","Vandals destroy lampposts of the Park Vista Alegre - Curitiba https://t.co/xkLUjXkdGJ","0","[]","[]","NULL","NULL","NULL","Curitiba","1102","1716","2016-03-08 19:42:28","twitter_curitiba","3","0","2","0","NULL","0","1","1022105604535423","997925856961901","805075212894032",-1,-1,-1,-1,0,-1,-0.003833,0,1,1,-1,
"707291311959835000","707291311959835000","ChikJeitoso","@blogdojota @oicuritiba @Curitiba_PMC @CamaraCuritiba @clovisvc posto saúde jd aliança 3 anos abandonado Fruet https://t.co/jUPgvLkTtO","@blogdojota @oicuritiba @Curitiba_PMC @CamaraCuritiba @clovisvc post health jd alliance 3 years abandoned Fruet https://t.co/jUPgvLkTtO","0","[]","[{u'id': 119731647, u'indices': [0, 11], u'id_str': u'119731647', u'screen_name': u'blogdojota', u'name': u'Jota Agostinho'}, {u'id': 1656002532, u'indices': [12, 23], u'id_str': u'1656002532', u'screen_name': u'oicuritiba', u'name': u'Oi Curitiba'}, {u'id': 68693419, u'indices': [24, 37], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}, {u'id': 66376767, u'indices': [38, 53], u'id_str': u'66376767', u'screen_name': u'CamaraCuritiba', u'name': u'Cxe2mara de Curitiba'}, {u'id': 125743054, u'indices': [54, 63], u'id_str': u'125743054', u'screen_name': u'clovisvc', u'name': u'Clxf3vis Costa'}]","NULL","NULL","NULL","Brasil","2476","5001","2016-03-08 19:46:04","twitter_curitiba","3","0","3","0","NULL","0","0","942667965849460","805075212894032","251044251911114",0,-1,-1,1,-1,-1,0.007375,1,-1,-1,-1,
"707294021505442000","707294021505442000","manoloramires","Prefeitura de Curitiba imitando Beto Richa. https://t.co/XANOsNMOrL","The city hall of Curitiba imitating Beto Richa. https://t.co/XANOsNMOrL","0","[]","[]","NULL","NULL","NULL","Curitiba, Brasil","178","321","2016-03-08 19:56:50","twitter_curitiba","10","2","2","6","NULL","0","0","1333261746689944","1022105604535423",,0,0,0,0,0,0,0.0054,0,0,-1,-1,
"707295291674911000","707295291674911000","diegomaurilo","@prefeiturabelem O PS do Guamá é uma vergonha para o Pará. Fui lá graças a Deus como estudante. É lastimável a situação dos pacientes.","@prefeiturabelem THE HP of the Guamá is a shame for the state. I was there thank God as a student. It is regrettable the situation of the patients.","0","[]","[{u'id': 1934139290, u'indices': [0, 16], u'id_str': u'1934139290', u'screen_name': u'prefeiturabelem', u'name': u'Prefeitura de Belxe9m'}]","[[[-48.623684, -1.526453], [-48.295911, -1.526453], [-48.295911, -1.019406], [-48.623684, -1.019406]]]","-1.2729295,-48.4597975","Belém, Brazil","Belém do Pará","1293","1234","2016-03-08 20:01:53","twitter_belem","3","0","1","0","NULL","0","2","1022105604535423","997925856961901","10207501925518729",-1,1,-1,-1,-1,-1,0.040391,1,0,-1,-1,
"707513824996401000","707513824996401000","milli_no_tt","@Curitiba_PMC Tb precisamos c/ URGÊNCIA! Nossas ruas estão cada x + cheias d animais abandonados a própria sorte!!! https://t.co/YJb93hddgr","@Curitiba_PMC Tb we need to c/ URGENCY! Our streets are becoming x full d animals abandoned to their own luck!!! https://t.co/YJb93hddgr","0","[]","[{u'id': 68693419, u'indices': [0, 13], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","NULL","NULL","NULL","CURITIBA","1270","1645","2016-03-09 10:30:15","twitter_curitiba","3","0","2","1","NULL","0","0","10207501925518729","1022105604535423","986190778102485",0,-1,1,1,-1,0,0.0077,1,0,-1,-1,
